order_id,order_datetime,customer_id,product_id,store_id,campaign_id,sales_channel_en,sales_channel_ar,payment_method_en,payment_method_ar,quantity,unit_price_egp,discount_pct,gross_sales_egp,discount_egp,net_sales_egp,cost_egp,order_status,currency
ORD2025000000137,2025-08-26 22:18:37,C0007029,P014,S005,CMP001,Jumia,جوميا,Credit Card,بطاقة ائتمان,1,229.0,0.0,229.0,0.0,229.0,125.0,Completed,EGP
ORD2025000000138,2025-11-04 17:37:10,C0022184,P007,S001,CMP006,Jumia,جوميا,Credit Card,بطاقة ائتمان,1,215.0,0.0,215.0,0.0,215.0,120.0,Completed,جنيه
ORD2025000000139,2025-07-29 12:49:49,C0014697,P010,S035,CMP004,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,3,195.0,0.2,585.0,117.0,468.0,324.0,Completed,EGP
ORD2025000000140,2025-10-13 22:32:18,C0011492,P019,S029,CMP003,TikTok,تيك توك,Debit Card,بطاقة خصم,1,99.0,0.1,99.0,9.9,89.1,52.0,Completed,EGP
ORD2025000000141,2025-03-18 03:01:52,C0009051,P001,S025,CMP005,Noon,نون,Cash on Delivery,الدفع عند الاستلام,1,249.0,0.15,249.0,37.35,211.65,150.0,Returned,EGP
ORD2025000000142,2025-02-19 01:25:09,C0011776,P002,S021,CMP005,Facebook,فيسبوك,Meeza,ميزة,2,189.0,0.0,378.0,0.0,378.0,210.0,completed,جنيه
ORD2025000000143,2025-12-19 20:19:29,C0013349,P001,S033,CMP005,Marketplace,ماركت بليس,Vodafone Cash,فودافون كاش,1,249.0,0.05,249.0,12.45,236.55,150.0,Completed,جنيه
ORD2025000000144,2025-04-18 18:49:43,C0009953,P017,S022,CMP004,Amazon Egypt,أمازون مصر,Credit Card,بطاقة ائتمان,3,159.0,0.15,477.0,71.55,405.45,264.0,Completed,جنيه
ORD2025000000145,2025-03-15 03:09:10,C0017745,P003,S010,CMP002,Noon,نون,Credit Card,بطاقة ائتمان,1,145.0,0.2,145.0,29.0,116.0,82.0,Cancelled,EGP
ORD2025000000146,2025-11-06 11:17:58,C0000481,P010,S035,CMP006,Facebook,فيسبوك,Meeza,ميزة,1,195.0,0.0,195.0,0.0,195.0,108.0,Completed,EGP
ORD2025000000147,2025-05-16 17:47:19,C0012525,P003,S010,CMP002,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,2,145.0,0.05,290.0,14.5,275.5,164.0,Completed,EGP
ORD2025000000148,2025-12-12 06:17:58,C0007285,P007,S019,CMP007,Pharmacy,صيدلية,Meeza,ميزة,2,215.0,0.15,430.0,64.5,365.5,240.0,Completed,EGP
ORD2025000000149,2025-05-05 15:53:54,C0001927,P006,S002,CMP001,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,6,325.0,0.15,1950.0,292.5,1657.5,1140.0,Pending,EGP
ORD2025000000150,2025-04-30 17:39:43,C0012886,P015,S021,CMP007,TikTok,تيك توك,Vodafone Cash,فودافون كاش,2,549.0,0.2,1098.0,219.6,878.4,610.0,Completed,EGP
ORD2025000000151,2025-06-20 11:37:35,C0021598,P013,S031,CMP003,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,1,199.0,0.2,199.0,39.8,159.2,112.0,Completed,EGP
ORD2025000000152,2025-06-14 10:40:35,C0003387,P003,S001,CMP003,Facebook,فيسبوك,Debit Card,بطاقة خصم,2,145.0,0.1,290.0,29.0,261.0,164.0,Completed,EGP
ORD2025000000153,2025-11-11 03:26:36,C0005593,P018,S010,CMP003,Website,الموقع الإلكتروني,InstaPay,إنستاباي,1,149.0,0.0,149.0,0.0,149.0,80.0,Returned,EGP
ORD2025000000154,2025-07-11 20:08:26,C0013954,P002,S005,CMP007,Marketplace,ماركت بليس,Meeza,ميزة,2,189.0,0.1,378.0,37.8,340.2,210.0,Completed,جنيه
ORD2025000000155,2025-03-17 09:45:53,C0014957,P016,S024,CMP006,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,1,479.0,0.2,479.0,95.8,383.2,265.0,Completed,EGP
ORD2025000000156,2025-10-19 20:47:20,C0013489,P018,S027,CMP002,Amazon Egypt,أمازون مصر,Credit Card,بطاقة ائتمان,2,149.0,0.0,298.0,0.0,298.0,160.0,Pending,EGP
ORD2025000000157,2025-07-21 16:19:00,C0003083,P007,S033,CMP005,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,2,215.0,0.05,430.0,21.5,408.5,240.0,Completed,جنيه
ORD2025000000158,2025-11-07 23:47:19,C0007516,P016,S021,CMP007,Pharmacy,صيدلية,InstaPay,إنستاباي,1,479.0,0.2,479.0,95.8,383.2,265.0,Completed,EGP
ORD2025000000159,2025-01-02 07:40:36,C0007299,P002,S015,CMP004,Amazon Egypt,أمازون مصر,Credit Card,بطاقة ائتمان,1,189.0,0.0,189.0,0.0,189.0,105.0,Completed,EGP
ORD2025000000160,2025-01-26 02:59:16,C0005619,P013,S033,CMP003,Noon,نون,Vodafone Cash,فودافون كاش,2,199.0,0.05,398.0,19.9,378.1,224.0,Completed,EGP
ORD2025000000161,2025-01-17 22:16:23,C0003166,P002,S020,CMP002,TikTok,تيك توك,InstaPay,إنستاباي,2,189.0,0.1,378.0,37.8,340.2,210.0,Completed,EGP
ORD2025000000162,2025-01-10 19:51:48,C0007939,P018,S032,CMP004,TikTok,تيك توك,Debit Card,بطاقة خصم,1,149.0,0.05,149.0,7.45,141.55,80.0,Completed,EGP
ORD2025000000163,2025-11-25 00:40:52,C0007206,P017,S033,CMP002,Marketplace,ماركت بليس,InstaPay,إنستاباي,3,159.0,0.0,477.0,0.0,477.0,264.0,Completed,EGP
ORD2025000000164,2025-08-11 07:12:45,C0008030,P007,S024,CMP003,TikTok,تيك توك,Cash on Delivery,الدفع عند الاستلام,1,215.0,0.2,215.0,43.0,172.0,120.0,Completed,EGP
ORD2025000000165,2025-12-28 19:48:03,C0023251,P016,S017,CMP006,Marketplace,ماركت بليس,InstaPay,إنستاباي,1,479.0,0.1,479.0,47.9,431.1,265.0,Completed,EGP
ORD2025000000166,2025-07-30 20:29:38,C0019076,P018,S014,CMP005,Website,الموقع الإلكتروني,Cash on Delivery,الدفع عند الاستلام,3,149.0,0.0,447.0,0.0,447.0,240.0,Completed,EGP
ORD2025000000167,2025-06-06 10:25:06,C0004177,P010,S015,CMP001,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,1,195.0,0.2,195.0,39.0,156.0,108.0,Completed,جنيه
ORD2025000000168,2025-05-17 02:31:54,C0004770,P006,S004,CMP002,Instagram,إنستجرام,Vodafone Cash,فودافون كاش,2,325.0,0.1,650.0,65.0,585.0,380.0,Completed,EGP
ORD2025000000169,2025-05-06 15:11:18,C0016348,P005,S023,CMP002,Retail Store,فرع,Meeza,ميزة,3,299.0,0.15,897.0,134.55,762.45,525.0,Completed,جنيه
ORD2025000000170,2025-03-24 16:09:13,C0000313,P002,S012,CMP005,Instagram,إنستجرام,Vodafone Cash,فودافون كاش,3,189.0,0.15,567.0,85.05,481.95,315.0,Completed,EGP 
ORD2025000000171,2025-06-07 01:54:01,C0007934,P005,S014,CMP007,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,2,299.0,0.2,598.0,119.6,478.4,350.0,Completed,جنيه
ORD2025000000172,2025-09-30 03:40:07,C0009051,P005,S028,CMP004,TikTok,تيك توك,Debit Card,بطاقة خصم,2,299.0,0.15,598.0,89.7,508.3,350.0,Completed,EGP
ORD2025000000173,2025-05-06 11:20:08,C0011615,P008,S008,CMP003,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,1,179.0,0.0,179.0,0.0,179.0,98.0,Completed,EGP
ORD2025000000174,2025-08-18 11:41:45,C0006018,P015,S010,CMP007,Retail Store,فرع,Credit Card,بطاقة ائتمان,3,549.0,0.15,1647.0,247.05,1399.95,915.0,Completed,EGP
ORD2025000000175,2025-04-30 16:34:10,C0008129,P016,S004,CMP003,Noon,نون,InstaPay,إنستاباي,1,479.0,0.1,479.0,47.9,431.1,265.0,Completed,جنيه
ORD2025000000176,2025-02-06 20:46:54,C0024722,P010,S010,CMP007,Website,الموقع الإلكتروني,InstaPay,إنستاباي,1,195.0,0.05,195.0,9.75,185.25,108.0,Completed,جنيه
ORD2025000000177,2025-09-23 21:18:12,C0024509,P013,S010,CMP005,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,1,199.0,0.0,199.0,0.0,199.0,112.0,Completed,EGP
ORD2025000000178,2025-04-29 13:13:40,C0013880,P006,S010,CMP004,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,1,325.0,0.0,325.0,0.0,325.0,190.0,Completed,EGP
ORD2025000000179,2025-08-04 18:54:22,C0012226,P010,S029,CMP006,Noon,نون,Cash on Delivery,الدفع عند الاستلام,2,195.0,0.0,390.0,0.0,390.0,216.0,Completed,EGP
ORD2025000000180,2025-01-18 03:02:50,C0009367,P004,S032,CMP005,Website,الموقع الإلكتروني,Meeza,ميزة,2,129.0,0.2,258.0,51.6,206.4,140.0,Completed,EGP
ORD2025000000181,2025-02-13 17:16:45,C0000367,P016,S017,CMP001,Noon,نون,Credit Card,بطاقة ائتمان,1,479.0,0.0,479.0,0.0,479.0,265.0,Returned,جنيه
ORD2025000000182,2025-04-26 13:56:04,C0006904,P007,S009,CMP005,Jumia,جوميا,Vodafone Cash,فودافون كاش,1,215.0,0.0,215.0,0.0,215.0,120.0,Completed,EGP 
ORD2025000000183,2025-03-09 19:15:53,C0007861,P001,S017,CMP001,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,1,249.0,0.15,249.0,37.35,211.65,150.0,Completed,EGP
ORD2025000000184,2025-11-26 19:08:26,C0022444,P015,S030,CMP002,Facebook,فيسبوك,Debit Card,بطاقة خصم,4,549.0,0.0,2196.0,0.0,2196.0,1220.0,Completed,EGP
ORD2025000000185,2025-04-21 12:55:46,C0013233,P001,S008,CMP005,Amazon Egypt,أمازون مصر,Meeza,ميزة,3,249.0,0.2,747.0,149.4,597.6,450.0,Completed,EGP
ORD2025000000186,2025-07-14 22:27:02,C0003469,P007,S010,CMP002,Noon,نون,Credit Card,بطاقة ائتمان,2,215.0,0.2,430.0,86.0,344.0,240.0,Completed,EGP
ORD2025000000187,2025-10-12 02:26:58,C0024820,P001,S001,CMP004,Amazon Egypt,أمازون مصر,Debit Card,بطاقة خصم,1,249.0,0.1,249.0,24.9,224.1,150.0,Completed,EGP
ORD2025000000188,2025-01-07 01:59:10,C0021935,P020,S025,CMP006,Website,الموقع الإلكتروني,Meeza,ميزة,6,699.0,0.15,4194.0,629.1,3564.9,2370.0,Completed,EGP
ORD2025000000189,2025-01-11 04:30:35,C0009205,P010,S003,CMP004,Website,الموقع الإلكتروني,Meeza,ميزة,2,195.0,0.2,390.0,78.0,312.0,216.0,Completed,جنيه
ORD2025000000190,2025-06-01 02:09:55,C0016552,P006,S007,CMP003,Noon,نون,Vodafone Cash,فودافون كاش,1,325.0,0.0,325.0,0.0,325.0,190.0,Completed,EGP
ORD2025000000191,2025-12-06 22:36:02,C0007841,P005,S018,CMP007,Marketplace,ماركت بليس,Debit Card,بطاقة خصم,1,299.0,0.1,299.0,29.9,269.1,175.0,Completed,EGP
ORD2025000000192,2025-12-22 22:05:08,C0004353,P010,S001,CMP001,Jumia,جوميا,Debit Card,بطاقة خصم,3,195.0,0.0,585.0,0.0,585.0,324.0,Returned,EGP
ORD2025000000193,2025-02-07 12:53:01,C0012287,P001,S032,CMP007,Amazon Egypt,أمازون مصر,InstaPay,إنستاباي,2,249.0,0.15,498.0,74.7,423.3,300.0,Completed,EGP
ORD2025000000194,2025-01-11 14:07:03,C0006079,P003,S024,CMP003,Facebook,فيسبوك,Meeza,ميزة,1,145.0,0.0,145.0,0.0,145.0,82.0,Completed,EGP
ORD2025000000195,2025-10-13 10:13:49,C0011749,P014,S034,CMP003,Jumia,جوميا,InstaPay,إنستاباي,3,229.0,0.0,687.0,0.0,687.0,375.0,Completed,EGP
ORD2025000000196,2025-05-17 11:23:44,C0006602,P011,S030,CMP007,Facebook,فيسبوك,Cash on Delivery,الدفع عند الاستلام,4,219.0,0.1,876.0,87.6,788.4,504.0,Returned,EGP
ORD2025000000197,2025-12-09 21:38:42,C0005794,P019,S034,CMP006,TikTok,تيك توك,InstaPay,إنستاباي,3,99.0,0.0,297.0,0.0,297.0,156.0,Completed,جنيه
ORD2025000000198,2025-02-10 20:32:34,C0000543,P002,S030,CMP002,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,1,189.0,0.15,189.0,28.35,160.65,105.0,Complete,جنيه
ORD2025000000199,2025-08-19 11:42:57,C0017266,P003,S014,CMP001,Noon,نون,Cash on Delivery,الدفع عند الاستلام,2,145.0,0.0,290.0,0.0,290.0,164.0,Completed,EGP
ORD2025000000200,2025-07-21 13:59:15,C0007801,P009,S025,CMP006,TikTok,تيك توك,Debit Card,بطاقة خصم,1,165.0,0.2,165.0,33.0,132.0,92.0,Completed,EGP
ORD2025000000201,2025-12-28 14:41:29,C0009746,P002,S014,CMP003,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,1,189.0,0.05,189.0,9.45,179.55,105.0,Completed,جنيه
ORD2025000000202,2025-02-15 23:55:47,C0002019,P003,S007,CMP004,Jumia,جوميا,Meeza,ميزة,5,145.0,0.0,725.0,0.0,725.0,410.0,Completed,جنيه
ORD2025000000203,2025-10-10 15:41:01,C0018161,P016,S023,CMP004,Instagram,إنستجرام,Meeza,ميزة,1,479.0,0.2,479.0,95.8,383.2,265.0,Completed,جنيه
ORD2025000000204,2025-03-01 22:20:56,C0012829,P008,S012,CMP006,TikTok,تيك توك,Meeza,ميزة,4,179.0,0.2,716.0,143.2,572.8,392.0,Completed,EGP
ORD2025000000205,2025-04-10 12:31:00,C0012711,P019,S015,CMP006,Instagram,إنستجرام,Cash on Delivery,الدفع عند الاستلام,3,99.0,0.0,297.0,0.0,297.0,156.0,Completed,جنيه
ORD2025000000206,2025-03-23 08:07:05,C0018397,P016,S007,CMP001,Retail Store,فرع,Meeza,ميزة,2,479.0,0.2,958.0,191.6,766.4,530.0,Returned,EGP 
ORD2025000000207,2025-11-04 07:32:28,C0010065,P010,S030,CMP002,Retail Store,فرع,Debit Card,بطاقة خصم,3,195.0,0.2,585.0,117.0,468.0,324.0,Completed,EGP
ORD2025000000208,2025-06-05 11:13:07,C0005245,P020,S003,CMP005,Jumia,جوميا,InstaPay,إنستاباي,1,699.0,0.05,699.0,34.95,664.05,395.0,Completed,جنيه
ORD2025000000209,2025-01-01 02:12:40,C0013978,P019,S017,CMP003,Instagram,إنستجرام,Debit Card,بطاقة خصم,3,99.0,0.0,297.0,0.0,297.0,156.0,Completed,EGP
ORD2025000000210,2025-10-09 21:14:12,C0021579,P005,S007,CMP001,Noon,نون,Cash on Delivery,الدفع عند الاستلام,4,299.0,0.15,1196.0,179.4,1016.6,700.0,Completed,EGP
ORD2025000000211,2025-08-31 16:24:12,C0011867,P008,S005,CMP005,Noon,نون,Cash on Delivery,الدفع عند الاستلام,1,179.0,0.0,179.0,0.0,179.0,98.0,Completed,EGP 
ORD2025000000212,2025-07-29 10:12:49,C0002606,P003,S010,CMP004,Amazon Egypt,أمازون مصر,Cash on Delivery,الدفع عند الاستلام,1,145.0,0.05,145.0,7.25,137.75,82.0,Completed,جنيه
ORD2025000000213,2025-01-06 23:06:06,C0022183,P015,S021,CMP002,Facebook,فيسبوك,Credit Card,بطاقة ائتمان,1,549.0,0.15,549.0,82.35,466.65,305.0,Completed,جنيه
ORD2025000000214,2025-05-15 14:07:59,C0001772,P007,S010,CMP007,TikTok,تيك توك,Cash on Delivery,الدفع عند الاستلام,1,215.0,0.0,215.0,0.0,215.0,120.0,completed,جنيه
ORD2025000000215,2025-11-26 20:58:27,C0009398,P013,S011,CMP002,Noon,نون,Vodafone Cash,فودافون كاش,1,199.0,0.05,199.0,9.95,189.05,112.0,Completed,EGP
ORD2025000000216,2025-03-02 02:55:32,C0005281,P008,S012,CMP001,Pharmacy,صيدلية,Meeza,ميزة,2,179.0,0.15,358.0,53.7,304.3,196.0,Completed,EGP
ORD2025000000217,2025-12-12 18:51:37,C0018366,P017,S002,CMP005,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,1,159.0,0.15,159.0,23.85,135.15,88.0,Completed,EGP
ORD2025000000218,2025-07-01 06:41:13,C0015927,P017,S032,CMP004,Website,الموقع الإلكتروني,Cash on Delivery,الدفع عند الاستلام,1,159.0,0.15,159.0,23.85,135.15,88.0,Completed,جنيه
ORD2025000000219,2025-04-28 23:14:24,C0022996,P014,S026,CMP002,TikTok,تيك توك,Meeza,ميزة,1,229.0,0.05,229.0,11.45,217.55,125.0,Completed,جنيه
ORD2025000000220,2025-10-24 03:39:18,C0000398,P004,S012,CMP007,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,3,129.0,0.1,387.0,38.7,348.3,210.0,Completed,EGP
ORD2025000000221,2025-09-03 04:10:54,C0005774,P005,S027,CMP007,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,1,299.0,0.15,299.0,44.85,254.15,175.0,Completed,EGP
ORD2025000000222,2025-10-16 10:40:05,C0021967,P009,S030,CMP004,Jumia,جوميا,InstaPay,إنستاباي,1,165.0,0.15,165.0,24.75,140.25,92.0,completed,جنيه
ORD2025000000223,2025-12-28 16:41:42,C0016965,P002,S015,CMP001,Amazon Egypt,أمازون مصر,Vodafone Cash,فودافون كاش,1,189.0,0.0,189.0,0.0,189.0,105.0,Completed,جنيه
ORD2025000000224,2025-04-04 06:04:07,C0023832,P001,S018,CMP005,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,4,249.0,0.0,996.0,0.0,996.0,600.0,Pending,جنيه
ORD2025000000225,2025-02-22 14:30:00,C0021301,P002,S035,CMP006,Noon,نون,Debit Card,بطاقة خصم,1,189.0,0.2,189.0,37.8,151.2,105.0,Completed,EGP
ORD2025000000226,2025-01-15 20:10:28,C0020275,P001,S023,CMP001,Amazon Egypt,أمازون مصر,InstaPay,إنستاباي,1,249.0,0.2,249.0,49.8,199.2,150.0,Completed,EGP
ORD2025000000227,2025-03-03 12:34:57,C0003763,P010,S009,CMP005,Marketplace,ماركت بليس,InstaPay,إنستاباي,2,195.0,0.2,390.0,78.0,312.0,216.0,Completed,EGP
ORD2025000000228,2025-07-19 05:25:40,C0017831,P007,S003,CMP003,TikTok,تيك توك,Credit Card,بطاقة ائتمان,3,215.0,0.15,645.0,96.75,548.25,360.0,Completed,EGP
ORD2025000000229,2025-04-22 03:09:45,C0005307,P009,S022,CMP004,Facebook,فيسبوك,Meeza,ميزة,1,165.0,0.0,165.0,0.0,165.0,92.0,Completed,جنيه
ORD2025000000230,2025-08-25 07:27:06,C0018032,P010,S007,CMP001,Website,الموقع الإلكتروني,Vodafone Cash,فودافون كاش,2,195.0,0.0,390.0,0.0,390.0,216.0,Completed,EGP
ORD2025000000231,2025-07-14 00:33:15,C0001448,P008,S012,CMP006,Jumia,جوميا,Cash on Delivery,الدفع عند الاستلام,1,179.0,0.0,179.0,0.0,179.0,98.0,Completed,EGP
ORD2025000000232,2025-02-03 02:13:02,C0023465,P012,S007,CMP005,Jumia,جوميا,Vodafone Cash,فودافون كاش,3,239.0,0.0,717.0,0.0,717.0,414.0,Completed,EGP
ORD2025000000233,2025-06-15 05:13:03,C0016437,P014,S002,CMP001,Amazon Egypt,أمازون مصر,Meeza,ميزة,3,229.0,0.0,687.0,0.0,687.0,375.0,Completed,EGP
ORD2025000000234,2025-05-14 02:09:34,C0018142,P019,S025,CMP005,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,1,99.0,0.05,99.0,4.95,94.05,52.0,Completed,EGP
ORD2025000000235,2025-09-25 11:20:08,C0011039,P020,S008,CMP006,TikTok,تيك توك,Debit Card,بطاقة خصم,1,699.0,0.0,699.0,0.0,699.0,395.0,Completed,جنيه
ORD2025000000236,2025-01-25 10:11:52,C0001840,P006,S010,CMP002,Facebook,فيسبوك,InstaPay,إنستاباي,1,325.0,0.2,325.0,65.0,260.0,190.0,Pending,جنيه
ORD2025000000237,2025-10-29 21:37:54,C0016207,P002,S025,CMP002,Amazon Egypt,أمازون مصر,Meeza,ميزة,2,189.0,0.0,378.0,0.0,378.0,210.0,Completed,EGP
ORD2025000000238,2025-06-11 03:32:26,C0019753,P017,S001,CMP001,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,1,159.0,0.05,159.0,7.95,151.05,88.0,Completed,جنيه
ORD2025000000239,2025-11-15 23:27:20,C0004607,P017,S032,CMP007,TikTok,تيك توك,Debit Card,بطاقة خصم,1,159.0,0.2,159.0,31.8,127.2,88.0,Pending,EGP
ORD2025000000240,2025-09-16 06:44:39,C0014682,P015,S014,CMP004,Instagram,إنستجرام,InstaPay,إنستاباي,2,549.0,0.1,1098.0,109.8,988.2,610.0,Completed,EGP
ORD2025000000241,2025-10-04 08:50:56,C0007542,P008,S023,CMP005,Noon,نون,InstaPay,إنستاباي,2,179.0,0.0,358.0,0.0,358.0,196.0,Completed,EGP
ORD2025000000242,2025-12-09 12:08:13,C0000024,P010,S007,CMP001,Marketplace,ماركت بليس,Vodafone Cash,فودافون كاش,3,195.0,0.2,585.0,117.0,468.0,324.0,Pending,EGP
ORD2025000000243,2025-07-29 15:54:53,C0001968,P016,S014,CMP005,Noon,نون,Debit Card,بطاقة خصم,5,479.0,0.2,2395.0,479.0,1916.0,1325.0,Cancelled,EGP
ORD2025000000244,2025-07-05 22:17:00,C0019950,P014,S004,CMP005,Marketplace,ماركت بليس,Cash on Delivery,الدفع عند الاستلام,3,229.0,0.0,687.0,0.0,687.0,375.0,Completed,EGP
ORD2025000000245,2025-02-22 06:27:42,C0000544,P013,S019,CMP003,Amazon Egypt,أمازون مصر,Credit Card,بطاقة ائتمان,3,199.0,0.15,597.0,89.55,507.45,336.0,Completed,EGP
ORD2025000000246,2025-11-21 22:30:06,C0024526,P006,S007,CMP003,Noon,نون,Cash on Delivery,الدفع عند الاستلام,1,325.0,0.0,325.0,0.0,325.0,190.0,Completed,EGP
ORD2025000000247,2025-05-15 21:40:08,C0024506,P012,S024,CMP005,Jumia,جوميا,Vodafone Cash,فودافون كاش,4,239.0,0.05,956.0,47.8,908.2,552.0,Completed,EGP
ORD2025000000248,2025-09-11 14:52:02,C0014801,P010,S009,CMP002,Noon,نون,InstaPay,إنستاباي,1,195.0,0.1,195.0,19.5,175.5,108.0,Completed,جنيه
ORD2025000000249,2025-01-26 23:40:19,C0010236,P009,S022,CMP004,Noon,نون,Credit Card,بطاقة ائتمان,2,165.0,0.0,330.0,0.0,330.0,184.0,Completed,جنيه
ORD2025000000250,2025-02-15 09:03:17,C0023155,P003,S014,CMP002,Facebook,فيسبوك,InstaPay,إنستاباي,2,145.0,0.0,290.0,0.0,290.0,164.0,Completed,جنيه
ORD2025000000251,2025-03-08 09:29:12,C0002217,P003,S025,CMP006,Noon,نون,Vodafone Cash,فودافون كاش,1,145.0,0.0,145.0,0.0,145.0,82.0,Completed,EGP
ORD2025000000252,2025-11-07 03:11:47,C0010586,P012,S014,CMP003,Amazon Egypt,أمازون مصر,Debit Card,بطاقة خصم,2,239.0,0.1,478.0,47.8,430.2,276.0,Pending,جنيه
ORD2025000000253,2025-03-23 16:41:24,C0021385,P016,S015,CMP002,Pharmacy,صيدلية,Meeza,ميزة,2,479.0,0.15,958.0,143.7,814.3,530.0,Completed,EGP
ORD2025000000254,2025-05-22 20:55:27,C0002862,P013,S012,CMP006,Facebook,فيسبوك,Credit Card,بطاقة ائتمان,2,199.0,0.2,398.0,79.6,318.4,224.0,Completed,EGP
ORD2025000000255,2025-10-10 04:47:51,C0020442,P016,S022,CMP007,Noon,نون,Credit Card,بطاقة ائتمان,2,479.0,0.2,958.0,191.6,766.4,530.0,Pending,EGP
ORD2025000000256,2025-01-24 08:33:59,C0003676,P009,S006,CMP007,Facebook,فيسبوك,InstaPay,إنستاباي,2,165.0,0.2,330.0,66.0,264.0,184.0,Completed,EGP
ORD2025000000257,2025-10-01 15:14:27,C0011217,P013,S023,CMP007,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,2,199.0,0.0,398.0,0.0,398.0,224.0,Completed,جنيه
ORD2025000000258,2025-11-30 09:14:44,C0022763,P009,S029,CMP003,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,1,165.0,0.0,165.0,0.0,165.0,92.0,Completed,جنيه
ORD2025000000259,2025-01-25 01:28:13,C0024189,P011,S027,CMP003,Facebook,فيسبوك,Cash on Delivery,الدفع عند الاستلام,1,219.0,0.05,219.0,10.95,208.05,126.0,Completed,EGP
ORD2025000000260,2025-02-20 03:27:20,C0013556,P016,S031,CMP006,Pharmacy,صيدلية,Credit Card,بطاقة ائتمان,2,479.0,0.15,958.0,143.7,814.3,530.0,completed,EGP
ORD2025000000261,2025-08-18 22:12:05,C0007199,P014,S021,CMP006,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,1,229.0,0.2,229.0,45.8,183.2,125.0,Completed,جنيه
ORD2025000000262,2025-09-02 16:28:29,C0022826,P005,S035,CMP003,Pharmacy,صيدلية,Vodafone Cash,فودافون كاش,3,299.0,0.1,897.0,89.7,807.3,525.0,Completed,جنيه
ORD2025000000263,2025-01-18 12:37:00,C0014539,P009,S035,CMP001,Pharmacy,صيدلية,Cash on Delivery,الدفع عند الاستلام,1,165.0,0.1,165.0,16.5,148.5,92.0,Completed,EGP
ORD2025000000264,2025-04-19 18:14:10,C0017476,P003,S026,CMP003,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,2,145.0,0.0,290.0,0.0,290.0,164.0,Completed,EGP
ORD2025000000265,2025-05-06 04:48:09,C0012244,P009,S029,CMP001,Pharmacy,صيدلية,Debit Card,بطاقة خصم,1,165.0,0.15,165.0,24.75,140.25,92.0,Returned,EGP
ORD2025000000266,2025-03-28 11:44:29,C0005845,P013,S005,CMP002,Pharmacy,صيدلية,Meeza,ميزة,4,199.0,0.05,796.0,39.8,756.2,448.0,Completed,EGP
ORD2025000000267,2025-05-17 09:20:17,C0011306,P008,S018,CMP001,Marketplace,ماركت بليس,Credit Card,بطاقة ائتمان,1,179.0,0.15,179.0,26.85,152.15,98.0,Completed,EGP
ORD2025000000268,2025-10-04 16:50:58,C0004907,P016,S026,CMP004,Facebook,فيسبوك,Vodafone Cash,فودافون كاش,1,479.0,0.2,479.0,95.8,383.2,265.0,Completed,EGP
ORD2025000000269,2025-02-09 05:07:24,C0017128,P019,S019,CMP004,Facebook,فيسبوك,Cash on Delivery,الدفع عند الاستلام,3,99.0,0.2,297.0,59.4,237.6,156.0,Completed,EGP
ORD2025000000270,2025-12-11 05:09:45,C0019061,P020,S022,CMP001,Retail Store,فرع,Cash on Delivery,الدفع عند الاستلام,1,699.0,0.05,699.0,34.95,664.05,395.0,Completed,EGP
ORD2025000000271,2025-03-05 08:55:36,C0003581,P014,S007,CMP004,Pharmacy,صيدلية,Debit Card,بطاقة خصم,2,229.0,0.0,458.0,0.0,458.0,250.0,Completed,EGP
ORD2025000000272,2025-01-20 09:34:48,C0012083,P019,S033,CMP004,Noon,نون,Meeza,ميزة,5,99.0,0.1,495.0,49.5,445.5,260.0,Cancelled,EGP
ORD2025000000273,2025-12-22 06:32:44,C0001565,P011,S009,CMP006,Instagram,إنستجرام,Vodafone Cash,فودافون كاش,1,219.0,0.05,219.0,10.95,208.05,126.0,Pending,EGP
ORD2025000000274,2025-10-25 01:41:57,C0014546,P015,S014,CMP006,Website,الموقع الإلكتروني,Credit Card,بطاقة ائتمان,3,549.0,0.15,1647.0,247.05,1399.95,915.0,Completed,جنيه
