month,store_id,product_id,opening_stock,received_qty,sold_qty,damaged_qty,closing_stock
2025-04-01,S003,P010,242,171,335,2,76
2025-04-01,S003,P011,125,119,230,0,14
2025-04-01,S003,P012,142,53,169,3,23
2025-04-01,S003,P013,68,83,97,3,51
2025-04-01,S003,P014,70,137,156,0,51
2025-04-01,S003,P015,226,59,237,0,48
2025-04-01,S003,P016,168,159,71,1,255
2025-04-01,S003,P017,177,54,228,3,0
2025-04-01,S003,P018,189,6,164,0,31
2025-04-01,S003,P019,169,123,200,0,92
2025-04-01,S003,P020,84,170,157,3,94
2025-04-01,S004,P001,128,22,100,0,50
2025-04-01,S004,P002,223,30,53,1,199
2025-04-01,S004,P003,31,45,65,-1,11
2025-04-01,S004,P004,109,34,109,0,34
2025-04-01,S004,P005,212,88,218,0,82
2025-04-01,S004,P006,81,72,111,0,42
2025-04-01,S004,P007,245,45,136,0,154
2025-04-01,S004,P008,114,105,65,0,154
2025-04-01,S004,P009,241,2,86,0,157
2025-04-01,S004,P010,32,50,8,0,74
2025-04-01,S004,P011,195,106,4,2,295
2025-04-01,S004,P012,195,148,301,0,42
2025-04-01,S004,P013,175,116,247,1,43
2025-04-01,S004,P014,143,133,192,1,83
2025-04-01,S004,P015,58,166,91,2,131
2025-04-01,S004,P016,79,58,148,3,97
2025-04-01,S004,P017,201,125,17,0,309
2025-04-01,S004,P018,151,56,9,1,197
2025-04-01,S004,P019,248,146,1536,2,8
2025-04-01,S004,P020,87,173,119,0,141
2025-04-01,S005,P001,57,152,113,2,94
2025-04-01,S005,P002,140,179,42,0,277
2025-04-01,S005,P003,153,83,152,0,84
2025-04-01,S005,P004,218,72,171,2,117
2025-04-01,S005,P005,55,6,56,0,5
2025-04-01,S005,P006,104,104,196,3,9
2025-04-01,S005,P007,69,29,74,1,23
2025-04-01,S005,P008,185,116,153,0,148
2025-04-01,S005,P009,73,3,56,0,20
2025-04-01,S005,P010,240,35,241,2,32
2025-04-01,S005,P011,126,124,54,3,193
2025-04-01,S005,P012,172,160,117,3,212
2025-04-01,S005,P013,27,78,66,3,36
2025-04-01,S005,P014,152,54,191,3,12
2025-04-01,S005,P015,142,86,7,2,219
2025-04-01,S005,P016,154,108,250,1,11
2025-04-01,S005,P017,169,51,55,0,165
2025-04-01,S005,P018,215,80,137,1,157
2025-04-01,S005,P019,240,47,115,0,172
2025-04-01,S005,P020,236,163,39,0,360
2025-04-01,S006,P001,162,0,101,2,59
2025-04-01,S006,P002,146,151,121,0,176
2025-04-01,S006,P003,246,11,124,3,130
2025-04-01,S006,P004,208,162,87,1,282
2025-04-01,S006,P005,97,116,149,2,62
2025-04-01,S006,P006,70,15,62,0,23
2025-04-01,S006,P007,108,125,27,2,204
2025-04-01,S006,P008,42,131,6,2,165
2025-04-01,S006,P009,230,54,111,0,173
2025-04-01,S006,P010,32,47,17,1,61
2025-04-01,S006,P011,109,3,89,2,21
2025-04-01,S006,P012,50,45,54,0,41
2025-04-01,S006,P013,121,177,194,3,101
2025-04-01,S006,P014,149,60,151,0,58
2025-04-01,S006,P015,230,73,269,0,34
2025-04-01,S006,P016,82,57,42,0,97
2025-04-01,S006,P017,250,174,267,2,155
2025-04-01,S006,P018,80,147,170,3,54
2025-04-01,S006,P019,205,9,7,0,207
2025-04-01,S006,P020,148,169,119,2,196
2025-04-01,S007,P001,230,147,321,0,56
2025-04-01,S007,P002,206,166,307,2,63
2025-04-01,S007,P003,149,82,10,3,218
2025-04-01,S007,P004,175,156,9,0,322
2025-04-01,S007,P005,237,48,141,2,142
2025-04-01,S007,P006,32,161,33,0,160
2025-04-01,S007,P007,111,164,89,0,186
2025-04-01,S007,P008,87,97,37,1,146
2025-04-01,S007,P009,88,130,178,2,38
2025-04-01,S007,P010,196,104,190,0,110
2025-04-01,S007,P011,162,87,118,0,131
2025-04-01,S007,P012,138,112,9,3,238
2025-04-01,S007,P013,91,103,13,3,178
2025-04-01,S007,P014,150,165,247,0,68
2025-04-01,S007,P015,229,38,235,0,32
2025-04-01,S007,P016,77,76,153,3,0
2025-04-01,S007,P017,231,171,241,0,161
2025-04-01,S007,P018,101,137,63,0,175
2025-04-01,S007,P019,129,52,178,3,0
2025-04-01,S007,P020,207,10,123,0,94
2025-04-01,S008,P001,235,15,174,0,76
2025-04-01,S008,P002,47,85,20,0,112
2025-04-01,S008,P003,227,97,203,0,121
2025-04-01,S008,P004,85,174,110,2,147
2025-04-01,S008,P005,127,37,129,0,35
2025-04-01,S008,P006,165,67,28,0,204
2025-04-01,S008,P007,46,70,70,0,46
2025-04-01,S008,P008,130,139,123,2,144
2025-04-01,S008,P009,27,28,44,1,10
2025-04-01,S008,P010,158,47,83,1,121
2025-04-01,S008,P011,189,149,62,0,-10
2025-04-01,S008,P012,45,44,9,3,77
2025-04-01,S008,P013,114,124,198,3,37
2025-04-01,S008,P014,181,34,212,0,3
2025-04-01,S008,P015,42,136,140,0,38
2025-04-01,S008,P016,127,44,52,0,119
2025-04-01,S008,P017,29,66,60,1,34
2025-04-01,S008,P018,204,98,111,1,190
2025-04-01,S008,P019,154,156,178,0,132
2025-04-01,S008,P020,197,43,138,0,102
2025-04-01,S009,P001,173,13,30,0,156
2025-04-01,S009,P002,39,161,161,3,36
2025-04-01,S009,P003,119,168,33,0,254
2025-04-01,S009,P004,58,114,87,0,85
2025-04-01,S009,P005,142,147,64,2,223
2025-04-01,S009,P006,68,106,43,3,128
2025-04-01,S009,P007,90,62,6,0,146
2025-04-01,S009,P008,192,148,29,2,309
2025-04-01,S009,P009,231,82,218,0,95
2025-04-01,S009,P010,87,139,180,0,46
2025-04-01,S009,P011,97,20,50,2,65
2025-04-01,S009,P012,127,140,260,-1,7
2025-04-01,S009,P013,163,133,224,0,72
2025-04-01,S009,P014,130,32,92,0,70
2025-04-01,S009,P015,114,152,185,0,81
2025-04-01,S009,P016,173,150,20,0,303
2025-04-01,S009,P017,190,64,118,2,134
2025-04-01,S009,P018,178,28,183,0,23
2025-04-01,S009,P019,172,53,205,2,18
2025-04-01,S009,P020,114,124,15,1,222
2025-04-01,S010,P001,36,41,2,0,75
2025-04-01,S010,P002,178,146,268,2,54
2025-04-01,S010,P003,214,32,87,1,158
2025-04-01,S010,P004,128,98,77,1,148
2025-04-01,S010,P005,188,24,174,3,35
2025-04-01,S010,P006,93,41,27,1,106
2025-04-01,S010,P007,135,46,116,0,65
2025-04-01,S010,P008,221,148,252,0,117
2025-04-01,S010,P009,220,38,59,0,199
2025-04-01,S010,P010,185,25,135,1,74
2025-04-01,S010,P011,143,153,195,1,100
2025-04-01,S010,P012,215,175,383,0,7
2025-04-01,S010,P013,66,162,46,2,180
2025-04-01,S010,P014,191,159,147,2,201
2025-04-01,S010,P015,175,129,128,0,176
2025-04-01,S010,P016,31,14,32,1,12
2025-04-01,S010,P017,223,135,224,0,134
2025-04-01,S010,P018,28,83,37,2,72
2025-04-01,S010,P019,29,148,77,3,97
2025-04-01,S010,P020,236,83,213,3,103
2025-04-01,S011,P001,56,136,46,3,143
2025-04-01,S011,P002,25,142,114,0,53
2025-04-01,S011,P003,150,110,61,1,198
2025-04-01,S011,P004,244,123,331,0,36
2025-04-01,S011,P005,96,160,210,2,44
2025-04-01,S011,P006,233,119,249,1,102
2025-04-01,S011,P007,24,154,162,0,16
2025-04-01,S011,P008,105,89,170,0,24
2025-04-01,S011,P009,56,119,121,3,51
2025-04-01,S011,P010,63,170,225,0,8
2025-04-01,S011,P011,38,79,95,3,19
2025-04-01,S011,P012,212,28,4,0,236
2025-04-01,S011,P013,69,61,36,3,91
2025-04-01,S011,P014,111,86,149,3,45
2025-04-01,S011,P015,209,111,151,0,169
2025-04-01,S011,P016,135,5,46,0,94
2025-04-01,S011,P017,180,47,1,2,224
2025-04-01,S011,P018,27,30,45,0,-10
2025-04-01,S011,P019,79,46,49,0,76
2025-04-01,S011,P020,147,41,150,0,38
2025-04-01,S012,P001,35,65,22,3,75
2025-04-01,S012,P002,100,0,94,2,4
2025-04-01,S012,P003,97,178,80,1,194
2025-04-01,S012,P004,189,15,189,2,13
2025-04-01,S012,P005,101,138,160,2,77
2025-04-01,S012,P006,24,128,97,0,55
2025-04-01,S012,P007,134,108,99,0,143
2025-04-01,S012,P008,101,116,33,0,184
2025-04-01,S012,P009,184,100,75,2,207
2025-04-01,S012,P010,193,43,76,0,160
2025-04-01,S012,P011,24,41,21,1,43
2025-04-01,S012,P012,182,137,195,0,124
2025-04-01,S012,P013,238,107,168,0,177
2025-04-01,S012,P014,128,18,92,2,52
2025-04-01,S012,P015,54,139,128,3,62
2025-04-01,S012,P016,47,145,183,0,9
2025-04-01,S012,P017,36,116,123,0,29
2025-04-01,S012,P018,161,72,212,2,19
2025-04-01,S012,P019,181,171,142,0,210
2025-04-01,S012,P020,189,21,148,1,61
2025-04-01,S013,P001,20,154,14,2,158
2025-04-01,S013,P002,119,40,144,0,15
2025-04-01,S013,P003,104,10,33,0,81
2025-04-01,S013,P004,199,75,200,0,74
2025-04-01,S013,P005,130,4,1,0,133
2025-04-01,S013,P006,64,68,129,3,0
2025-04-01,S013,P007,41,15,28,2,26
2025-04-01,S013,P008,108,138,87,0,159
2025-04-01,S013,P009,177,123,203,1,96
2025-04-01,S013,P010,174,73,90,2,155
2025-04-01,S013,P011,249,120,290,3,76
2025-04-01,S013,P012,158,163,156,0,165
2025-04-01,S013,P013,218,122,296,0,44
2025-04-01,S013,P014,187,162,217,0,132
2025-04-01,S013,P015,107,20,9,2,116
2025-04-01,S013,P016,236,150,372,0,14
2025-04-01,S013,P017,105,9,111,0,3
2025-04-01,S013,P018,146,94,207,0,33
2025-04-01,S013,P019,212,88,63,2,235
2025-04-01,S013,P020,33,50,82,0,1
2025-04-01,S014,P001,221,114,182,0,153
2025-04-01,S014,P002,59,3,41,0,21
2025-04-01,S014,P003,37,108,130,2,13
2025-04-01,S014,P004,34,158,113,3,76
2025-04-01,S014,P005,228,165,105,2,286
2025-04-01,S014,P006,151,164,139,0,176
2025-04-01,S014,P007,215,110,231,2,92
2025-04-01,S014,P008,162,118,177,0,103
2025-04-01,S014,P009,238,36,72,1,201
2025-04-01,S014,P010,44,21,56,0,9
2025-04-01,S014,P011,184,127,105,3,203
2025-04-01,S014,P012,80,22,90,0,12
2025-04-01,S014,P013,119,87,6,0,200
2025-04-01,S014,P014,72,43,94,0,21
2025-04-01,S014,P015,56,59,86,0,29
2025-04-01,S014,P016,59,112,38,3,130
2025-04-01,S014,P017,143,148,242,0,49
2025-04-01,S014,P018,188,96,34,1,249
2025-04-01,S014,P019,44,160,189,0,15
2025-04-01,S014,P020,59,167,194,0,32
2025-04-01,S015,P001,204,68,180,0,92
2025-04-01,S015,P002,59,133,18,0,174
2025-04-01,S015,P003,54,53,10,2,95
2025-04-01,S015,P004,152,62,134,0,80
2025-04-01,S015,P005,158,174,164,3,165
2025-04-01,S015,P006,119,160,184,1,94
2025-04-01,S015,P007,249,166,66,0,349
2025-04-01,S015,P008,66,29,2,1,92
2025-04-01,S015,P009,190,133,1,0,322
2025-04-01,S015,P010,196,126,44,0,278
2025-04-01,S015,P011,228,102,52,1,277
2025-04-01,S015,P012,104,121,134,2,89
2025-04-01,S015,P013,219,103,116,0,206
2025-04-01,S015,P014,134,112,23,0,223
2025-04-01,S015,P015,237,72,265,3,41
2025-04-01,S015,P016,110,65,91,1,83
2025-04-01,S015,P017,244,65,184,1,124
2025-04-01,S015,P018,82,127,143,0,66
2025-04-01,S015,P019,46,21,9,3,55
2025-04-01,S015,P020,230,54,246,0,38
2025-04-01,S016,P001,249,101,72,3,275
2025-04-01,S016,P002,134,89,163,0,60
2025-04-01,S016,P003,100,95,178,0,17
2025-04-01,S016,P004,188,113,195,1,105
2025-04-01,S016,P005,246,81,210,3,-10
2025-04-01,S016,P006,35,104,5,2,132
2025-04-01,S016,P007,82,105,147,0,40
2025-04-01,S016,P008,234,75,17,3,289
2025-04-01,S016,P009,148,0,82,1,65
2025-04-01,S016,P010,117,138,140,2,113
2025-04-01,S016,P011,119,142,95,0,166
2025-04-01,S016,P012,227,176,172,2,229
2025-04-01,S016,P013,162,86,101,1,146
2025-04-01,S016,P014,20,127,113,0,34
2025-04-01,S016,P015,52,99,50,3,98
2025-04-01,S016,P016,138,60,81,1,116
2025-04-01,S016,P017,174,94,28,0,240
2025-04-01,S016,P018,246,137,109,3,271
2025-04-01,S016,P019,190,39,150,3,76
2025-04-01,S016,P020,83,126,46,0,163
2025-04-01,S017,P001,179,6,151,0,34
2025-04-01,S017,P002,220,32,59,0,193
2025-04-01,S017,P003,79,6,43,1,41
2025-04-01,S017,P004,230,79,269,2,38
2025-04-01,S017,P005,181,107,42,2,244
2025-04-01,S017,P006,27,162,157,0,32
2025-04-01,S017,P007,82,8,12,0,78
2025-04-01,S017,P008,116,122,101,0,137
2025-04-01,S017,P009,154,25,63,0,116
2025-04-01,S017,P010,227,111,69,0,269
2025-04-01,S017,P011,36,103,100,2,37
2025-04-01,S017,P012,226,63,62,2,225
2025-04-01,S017,P013,164,172,32,0,304
2025-04-01,S017,P014,137,12,132,0,17
2025-04-01,S017,P015,208,117,216,0,109
2025-04-01,S017,P016,82,120,190,3,9
2025-04-01,S017,P017,67,132,12,0,187
2025-04-01,S017,P018,104,142,8,2,236
2025-04-01,S017,P019,208,60,68,0,200
2025-04-01,S017,P020,52,99,105,0,46
2025-04-01,S018,P001,167,165,270,2,60
2025-04-01,S018,P002,70,109,134,2,43
2025-04-01,S018,P003,218,125,77,0,266
2025-04-01,S018,P004,72,131,68,3,132
2025-04-01,S018,P005,51,22,37,2,34
2025-04-01,S018,P006,133,168,237,0,64
2025-04-01,S018,P007,87,15,43,0,59
2025-04-01,S018,P008,231,7,8,0,230
2025-04-01,S018,P009,194,148,292,1,49
2025-04-01,S018,P010,112,47,107,0,52
2025-04-01,S018,P011,195,116,188,2,121
2025-04-01,S018,P012,141,87,12,1,215
2025-04-01,S018,P013,46,27,32,0,41
2025-04-01,S018,P014,21,10,15,2,14
2025-04-01,S018,P015,56,178,70,3,161
2025-04-01,S018,P016,199,1,15,3,182
2025-04-01,S018,P017,68,156,96,2,126
2025-04-01,S018,P018,244,60,208,0,96
2025-04-01,S018,P019,51,87,135,0,3
2025-04-01,S018,P020,172,131,46,3,254
2025-04-01,S019,P001,82,163,40,0,205
2025-04-01,S019,P002,118,95,132,2,79
2025-04-01,S019,P003,179,3,1,1,180
2025-04-01,S019,P004,180,49,2,0,227
2025-04-01,S019,P005,200,144,61,0,283
2025-04-01,S019,P006,155,51,131,0,75
2025-04-01,S019,P007,249,75,78,1,245
2025-04-01,S019,P008,176,93,129,0,140
2025-04-01,S019,P009,73,9,41,2,39
2025-04-01,S019,P010,93,85,92,1,85
2025-04-01,S019,P011,65,88,110,3,40
2025-04-01,S019,P012,58,41,41,0,58
2025-04-01,S019,P013,161,177,138,0,200
2025-04-01,S019,P014,137,117,26,3,225
2025-04-01,S019,P015,40,26,61,0,5
2025-04-01,S019,P016,162,3,152,0,13
2025-04-01,S019,P017,137,3,40,3,97
2025-04-01,S019,P018,73,30,33,1,69
2025-04-01,S019,P019,127,89,77,0,139
2025-04-01,S019,P020,143,62,51,0,154
2025-04-01,S020,P001,65,73,18,0,120
2025-04-01,S020,P002,80,174,65,0,189
2025-04-01,S020,P003,52,14,58,2,6
2025-04-01,S020,P004,160,44,54,0,150
2025-04-01,S020,P005,244,43,209,0,78
2025-04-01,S020,P006,146,6,25,1,126
2025-04-01,S020,P007,170,81,81,1,169
2025-04-01,S020,P008,95,141,186,1,49
2025-04-01,S020,P009,90,95,97,0,88
2025-04-01,S020,P010,246,15,111,1,149
2025-04-01,S020,P011,22,137,120,1,38
2025-04-01,S020,P012,225,79,245,2,57
2025-04-01,S020,P013,121,6,121,2,4
2025-04-01,S020,P014,117,34,11,0,140
2025-04-01,S020,P015,131,33,78,0,86
2025-04-01,S020,P016,224,108,43,2,287
2025-04-01,S020,P017,121,50,150,0,21
2025-04-01,S020,P018,80,155,230,0,5
2025-04-01,S020,P019,81,130,124,2,85
2025-04-01,S020,P020,100,68,112,3,53
2025-04-01,S021,P001,191,158,158,2,189
2025-04-01,S021,P002,240,15,79,0,176
2025-04-01,S021,P003,63,47,99,2,9
2025-04-01,S021,P004,38,174,104,2,106
2025-04-01,S021,P005,166,107,226,0,47
2025-04-01,S021,P006,172,11,161,3,19
2025-04-01,S021,P007,209,94,95,2,206
2025-04-01,S021,P008,115,107,82,2,138
2025-04-01,S021,P009,218,116,252,0,82
2025-04-01,S021,P010,51,127,154,2,22
2025-04-01,S021,P011,86,74,108,0,52
2025-04-01,S021,P012,232,64,39,0,257
2025-04-01,S021,P013,143,124,8,0,259
2025-04-01,S021,P014,127,132,135,0,124
2025-04-01,S021,P015,43,28,49,0,22
2025-04-01,S021,P016,162,52,0,3,211
2025-04-01,S021,P017,247,12,134,0,125
2025-04-01,S021,P018,194,66,11,2,247
2025-04-01,S021,P019,240,147,34,0,353
2025-04-01,S021,P020,205,107,248,0,64
2025-04-01,S022,P001,87,45,22,0,110
2025-04-01,S022,P002,20,3,10,3,10
2025-04-01,S022,P003,201,67,145,0,123
2025-04-01,S022,P004,97,114,149,0,62
2025-04-01,S022,P005,33,75,27,3,78
2025-04-01,S022,P006,162,171,203,3,127
2025-04-01,S022,P007,67,152,21,0,198
2025-04-01,S022,P008,229,180,297,3,109
2025-04-01,S022,P009,31,50,81,0,0
2025-04-01,S022,P010,123,0,24,2,97
2025-04-01,S022,P011,67,177,83,0,161
2025-04-01,S022,P012,138,121,183,3,73
2025-04-01,S022,P013,102,168,190,0,80
2025-04-01,S022,P014,104,176,65,0,215
2025-04-01,S022,P015,218,180,66,0,332
2025-04-01,S022,P016,176,128,98,2,204
2025-04-01,S022,P017,146,81,23,3,201
2025-04-01,S022,P018,219,166,179,2,204
2025-04-01,S022,P019,39,9,9,1,38
2025-04-01,S022,P020,86,40,39,1,86
2025-04-01,S023,P001,190,35,106,2,117
2025-04-01,S023,P002,91,148,38,3,198
2025-04-01,S023,P003,125,88,50,0,163
2025-04-01,S023,P004,47,180,80,0,147
2025-04-01,S023,P005,165,2,28,2,137
2025-04-01,S023,P006,91,68,83,0,76
2025-04-01,S023,P007,164,97,208,3,50
2025-04-01,S023,P008,189,171,107,3,250
2025-04-01,S023,P009,112,6,97,0,21
2025-04-01,S023,P010,67,154,161,0,60
2025-04-01,S023,P011,69,21,38,3,49
2025-04-01,S023,P012,93,168,232,0,29
2025-04-01,S023,P013,212,113,78,0,247
2025-04-01,S023,P014,146,177,28,0,295
2025-04-01,S023,P015,24,86,109,0,1
2025-04-01,S023,P016,111,15,115,0,11
2025-04-01,S023,P017,24,58,15,2,65
2025-04-01,S023,P018,83,35,88,2,28
2025-04-01,S023,P019,175,82,236,2,19
2025-04-01,S023,P020,188,114,202,3,97
2025-04-01,S024,P001,196,39,200,1,34
2025-04-01,S024,P002,47,56,20,0,83
2025-04-01,S024,P003,74,98,82,3,87
2025-04-01,S024,P004,46,98,34,1,109
2025-04-01,S024,P005,101,23,33,0,91
2025-04-01,S024,P006,79,67,9,0,137
2025-04-01,S024,P007,62,69,52,1,78
2025-04-01,S024,P008,188,29,106,2,109
2025-04-01,S024,P009,231,6,143,0,94
2025-04-01,S024,P010,86,46,63,1,68
2025-04-01,S024,P011,27,43,59,2,9
2025-04-01,S024,P012,105,155,137,3,120
2025-04-01,S024,P013,54,108,60,0,102
2025-04-01,S024,P014,168,30,105,0,93
2025-04-01,S024,P015,96,35,112,3,16
2025-04-01,S024,P016,124,46,12,0,158
2025-04-01,S024,P017,164,88,135,2,115
2025-04-01,S024,P018,197,84,87,0,194
2025-04-01,S024,P019,132,117,224,0,25
2025-04-01,S024,P020,96,99,10,0,-10
2025-04-01,S025,P001,68,16,66,1,17
2025-04-01,S025,P002,84,23,89,1,17
2025-04-01,S025,P003,90,117,86,0,121
2025-04-01,S025,P004,146,6,5,0,147
2025-04-01,S025,P005,76,5,64,2,15
2025-04-01,S025,P006,40,121,86,0,75
2025-04-01,S025,P007,40,126,60,0,106
2025-04-01,S025,P008,122,140,130,0,132
2025-04-01,S025,P009,174,125,94,1,204
2025-04-01,S025,P010,249,158,60,2,345
2025-04-01,S025,P011,128,17,66,2,77
2025-04-01,S025,P012,233,54,18,0,269
2025-04-01,S025,P013,166,60,59,0,167
2025-04-01,S025,P014,144,38,177,0,5
2025-04-01,S025,P015,175,142,51,3,263
2025-04-01,S025,P016,130,55,101,0,84
2025-04-01,S025,P017,170,126,16,0,280
2025-04-01,S025,P018,169,11,58,3,119
2025-04-01,S025,P019,101,75,165,0,11
2025-04-01,S025,P020,204,141,24,3,318
2025-04-01,S026,P001,109,113,115,1,106
2025-04-01,S026,P002,133,64,150,1,46
2025-04-01,S026,P003,210,14,179,2,43
2025-04-01,S026,P004,196,129,66,3,256
2025-04-01,S026,P005,23,179,9,3,190
2025-04-01,S026,P006,206,34,7,1,232
2025-04-01,S026,P007,205,115,73,2,245
2025-04-01,S026,P008,242,7,44,2,203
2025-04-01,S026,P009,82,134,89,0,127
2025-04-01,S026,P010,99,22,17,0,104
2025-04-01,S026,P011,69,80,86,3,60
2025-04-01,S026,P012,95,60,0,1,154
2025-04-01,S026,P013,195,101,125,1,170
2025-04-01,S026,P014,160,62,207,2,13
2025-04-01,S026,P015,42,64,45,3,58
2025-04-01,S026,P016,141,39,126,1,53
2025-04-01,S026,P017,124,112,16,0,220
2025-04-01,S026,P018,77,137,7,0,207
2025-04-01,S026,P019,246,25,47,0,224
2025-04-01,S026,P020,102,104,151,0,55
2025-04-01,S027,P001,224,68,77,1,214
2025-04-01,S027,P002,43,35,27,0,51
2025-04-01,S027,P003,100,31,126,3,2
2025-04-01,S027,P004,154,164,132,0,285
2025-04-01,S027,P005,190,2,19,1,172
2025-04-01,S027,P006,92,7,82,0,17
2025-04-01,S027,P007,196,36,115,0,117
2025-04-01,S027,P008,78,22,48,0,52
2025-04-01,S027,P009,40,11,36,2,13
2025-04-01,S027,P010,20,100,26,0,94
2025-04-01,S027,P011,220,100,116,3,201
2025-04-01,S027,P012,155,53,112,1,95
2025-04-01,S027,P013,196,147,162,2,179
2025-04-01,S027,P014,111,116,194,3,30
2025-04-01,S027,P015,97,128,704,0,49
2025-04-01,S027,P016,216,97,117,1,195
2025-04-01,S027,P017,138,168,17,1,288
2025-04-01,S027,P018,224,30,83,3,168
2025-04-01,S027,P019,130,158,13,3,272
2025-04-01,S027,P020,45,91,110,0,26
2025-04-01,S028,P001,212,153,312,3,50
2025-04-01,S028,P002,94,176,71,3,196
2025-04-01,S028,P003,213,137,273,0,77
2025-04-01,S028,P004,204,132,104,0,232
2025-04-01,S028,P005,102,22,27,2,95
2025-04-01,S028,P006,202,75,80,-1,196
2025-04-01,S028,P007,120,81,64,2,135
2025-04-01,S028,P008,174,156,48,1,281
2025-04-01,S028,P009,166,139,291,3,11
2025-04-01,S028,P010,74,123,55,1,141
2025-04-01,S028,P011,157,87,150,0,94
2025-04-01,S028,P012,117,153,220,0,50
2025-04-01,S028,P013,106,60,28,0,138
2025-04-01,S028,P014,149,9,125,0,33
2025-04-01,S028,P015,68,171,179,0,60
2025-04-01,S028,P016,106,40,107,3,36
2025-04-01,S028,P017,166,37,57,3,143
2025-04-01,S028,P018,199,128,177,0,150
2025-04-01,S028,P019,92,9,28,1,72
2025-04-01,S028,P020,248,40,31,-1,254
2025-04-01,S029,P001,23,166,172,0,17
2025-04-01,S029,P002,111,132,44,3,196
2025-04-01,S029,P003,165,28,183,0,10
2025-04-01,S029,P004,129,79,18,3,187
2025-04-01,S029,P005,131,79,0,0,210
2025-04-01,S029,P006,217,121,244,3,91
2025-04-01,S029,P007,117,0,26,1,90
2025-04-01,S029,P008,60,17,35,0,42
2025-04-01,S029,P009,233,56,247,1,41
2025-04-01,S029,P010,174,121,92,2,201
2025-04-01,S029,P011,92,105,165,1,31
2025-04-01,S029,P012,230,29,250,0,9
2025-04-01,S029,P013,125,57,64,2,116
2025-04-01,S029,P014,147,3,63,0,87
2025-04-01,S029,P015,172,141,117,0,196
2025-04-01,S029,P016,81,99,18,0,162
2025-04-01,S029,P017,149,70,91,1,127
2025-04-01,S029,P018,205,148,261,0,92
2025-04-01,S029,P019,216,61,172,3,102
2025-04-01,S029,P020,243,3,164,0,82
2025-04-01,S030,P001,186,66,95,2,155
2025-04-01,S030,P002,32,168,41,0,159
2025-04-01,S030,P003,115,173,104,2,182
2025-04-01,S030,P004,131,180,111,2,198
2025-04-01,S030,P005,108,105,175,1,37
2025-04-01,S030,P006,129,97,127,3,96
2025-04-01,S030,P007,222,132,220,1,133
2025-04-01,S030,P008,84,133,42,1,174
2025-04-01,S030,P009,222,140,262,3,97
2025-04-01,S030,P010,239,79,273,0,45
2025-04-01,S030,P011,193,138,204,3,124
2025-04-01,S030,P012,137,59,64,2,130
2025-04-01,S030,P013,139,175,264,0,50
2025-04-01,S030,P014,167,36,80,0,123
2025-04-01,S030,P015,38,123,107,1,53
2025-04-01,S030,P016,59,159,52,0,166
2025-04-01,S030,P017,175,91,36,0,230
2025-04-01,S030,P018,188,81,202,3,64
2025-04-01,S030,P019,110,34,5,3,136
2025-04-01,S030,P020,59,56,23,0,92
2025-04-01,S031,P001,89,43,40,3,89
2025-04-01,S031,P002,170,134,212,2,90
2025-04-01,S031,P003,79,57,11,0,125
2025-04-01,S031,P004,53,71,53,3,68
2025-04-01,S031,P005,145,8,123,0,30
2025-04-01,S031,P006,60,125,173,3,9
2025-04-01,S031,P007,157,95,95,3,154
2025-04-01,S031,P008,232,118,102,0,248
2025-04-01,S031,P009,51,56,74,1,32
2025-04-01,S031,P010,116,151,89,2,176
2025-04-01,S031,P011,226,101,50,1,276
2025-04-01,S031,P012,101,124,141,0,84
2025-04-01,S031,P013,163,97,236,0,24
2025-04-01,S031,P014,78,107,59,2,124
2025-04-01,S031,P015,188,90,278,0,0
2025-04-01,S031,P016,59,150,45,0,164
2025-04-01,S031,P017,147,152,22,1,276
2025-04-01,S031,P018,105,172,48,0,229
2025-04-01,S031,P019,73,11,0,0,84
2025-04-01,S031,P020,138,86,139,1,84
2025-04-01,S032,P001,91,100,59,2,130
2025-04-01,S032,P002,188,129,306,2,9
2025-04-01,S032,P003,138,45,123,1,59
2025-04-01,S032,P004,248,113,180,0,181
2025-04-01,S032,P005,148,147,248,1,46
2025-04-01,S032,P006,245,54,267,1,31
2025-04-01,S032,P007,230,164,276,0,118
2025-04-01,S032,P008,126,177,268,3,32
2025-04-01,S032,P009,128,135,152,1,110
2025-04-01,S032,P010,194,87,251,2,28
2025-04-01,S032,P011,107,180,105,3,179
2025-04-01,S032,P012,165,159,17,0,307
2025-04-01,S032,P013,167,98,231,0,34
2025-04-01,S032,P014,246,28,144,0,130
2025-04-01,S032,P015,128,112,99,3,138
2025-04-01,S032,P016,188,99,116,0,171
2025-04-01,S032,P017,158,134,161,0,131
2025-04-01,S032,P018,234,24,29,2,227
2025-04-01,S032,P019,210,155,302,2,61
2025-04-01,S032,P020,85,174,25,0,234
2025-04-01,S033,P001,85,145,40,0,190
2025-04-01,S033,P002,48,36,6,0,78
2025-04-01,S033,P003,170,115,183,2,100
2025-04-01,S033,P004,82,80,138,0,24
2025-04-01,S033,P005,50,158,7,1,200
2025-04-01,S033,P006,236,101,87,1,249
2025-04-01,S033,P007,87,153,216,0,24
2025-04-01,S033,P008,140,109,84,3,162
2025-04-01,S033,P009,119,178,277,2,18
2025-04-01,S033,P010,207,75,63,2,217
2025-04-01,S033,P011,71,3,47,-1,25
2025-04-01,S033,P012,76,179,211,3,41
2025-04-01,S033,P013,103,48,125,0,26
2025-04-01,S033,P014,33,69,92,0,10
2025-04-01,S033,P015,151,133,38,0,246
